Name,Age,Gender,Platform,User_experience,Color Scheme,Visual Hierarchy,Typography,Images and Multimedia,Layout,Mobile Responsiveness,CTA (Call to Action) Buttons,Forms and Input Fields,Feedback and Error Messages,Loading Speed,Personalization,Accessibility,Animation and Transitions,Scrolling_Behavior,Gestures and Touch Controls,Search Functionality,Social_Media_Integration
Anis Khan,66,female,Youtube,Inconsistent Navigation,4,3,5,4,4,5,5,5,4,3,3,4,4,4,4,4,5
Rozina Khanam,30,male,Youtube,User-Friendly,4,5,4,3,5,4,5,4,5,4,5,5,3,4,4,5,5
Jahangir Khan,36,female,Facebook,Efficient,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4
Shilpi Akhtar,38,male,Twitter,Confusing,4,4,4,4,4,4,4,4,5,5,5,5,3,5,4,3,5
Nasim Khanam,74,female,Youtube,Confusing,3,4,4,4,4,3,4,4,4,4,5,4,4,5,4,4,4
Ruhul Kabir,62,male,Youtube,Engaging,4,4,4,3,5,4,4,4,3,4,5,4,5,4,3,4,4
Rubina Sultana,72,female,Website,Adequate,4,4,4,4,4,5,4,4,4,4,3,3,4,4,4,4,4
Nasirul Haque,26,male,Instagram,Adequate,5,3,4,3,4,5,4,4,4,3,5,4,4,3,3,4,5
Shama Begum,41,female,Youtube,Confusing,5,5,4,3,4,3,4,4,4,3,4,4,5,5,5,5,5
Monowar Khan,55,male,Website,Adequate,4,5,4,4,4,4,3,5,3,3,4,3,4,4,4,5,4
Sumaiya Khanam,51,female,Youtube,Engaging,5,5,4,5,4,4,4,5,5,4,5,5,5,4,3,5,5
Shawkat Khan,61,male,Twitter,Limited Menu Options,4,3,4,4,4,5,4,4,4,4,3,3,4,4,3,4,4
Kohinoor Sultana,54,female,Facebook,Limited Menu Options,3,4,4,4,3,4,5,4,5,4,5,5,5,5,3,5,5
Mohiuddin Hasan,40,male,Youtube,Inconsistent Navigation,3,4,3,5,4,4,5,5,4,4,4,4,3,5,4,4,4
Rina Akhter,54,female,Twitter,Inconsistent Navigation,4,4,4,5,5,3,4,3,3,5,3,4,4,3,4,4,3
Shahjahan Khan,54,male,Website,Limited Menu Options,4,5,4,5,5,4,4,4,4,3,4,4,5,5,4,4,3
Nasima Sultana,42,female,Twitter,Intuitive,4,3,4,5,5,5,5,3,4,4,4,4,3,3,4,5,5
Shahana Begum,62,male,Website,Well-structured,4,3,4,3,4,3,4,4,5,3,4,3,4,4,5,5,5
Kazi Khan,40,female,Facebook,Engaging,3,4,3,5,4,5,4,4,4,4,5,4,3,5,4,4,4
Shahida Khanam,28,male,Youtube,Well-structured,4,5,4,5,4,4,4,3,4,4,5,5,3,5,3,5,4
Nazma Akhtar,22,female,Youtube,User-Friendly,5,4,4,4,5,4,5,3,4,5,3,4,3,5,4,5,4
Shafiq Khan,70,male,Website,Well-structured,4,4,5,3,4,5,5,4,5,3,3,5,4,4,4,3,3
Nusrat Sultana,52,female,Twitter,Limited Menu Options,3,3,3,5,4,4,4,4,3,5,5,4,5,5,5,5,3
Jahid Khan,29,male,Twitter,Efficient,5,4,5,4,4,4,5,4,5,4,4,4,3,4,4,4,5
Ruma Khanam,22,female,Facebook,Confusing,4,4,4,3,4,3,4,5,4,5,4,3,3,5,4,4,4
Nurul Kabir,32,male,Facebook,Intuitive,4,5,4,3,3,4,5,4,5,4,3,5,4,5,5,3,3
Nasrin Khanam,45,female,Youtube,Limited Menu Options,4,4,3,3,4,4,4,4,4,5,4,4,4,3,5,3,5
Masud Khan,52,male,Twitter,Inconsistent Navigation,5,4,4,4,5,4,3,4,3,5,4,4,5,5,5,4,4
Rokhsana Akhtar,73,female,Website,Efficient,5,3,5,3,4,4,5,4,5,5,4,5,5,4,4,3,4
Nurul Islam,30,male,Instagram,Limited Menu Options,5,4,3,4,4,4,4,3,5,4,3,4,4,3,5,4,4
Sumi Akhter,76,female,Instagram,Clear and concise,4,5,5,5,4,5,4,5,4,4,5,4,4,4,4,4,5
Mahmuda Akhtar,39,male,Twitter,Clear and concise,5,4,4,5,5,4,4,4,3,5,4,4,4,4,5,4,5
Ahsan Khan,22,female,Instagram,Confusing,3,4,4,4,4,4,3,4,3,3,5,4,3,5,3,4,4
Sarwar Khan,39,male,Youtube,Engaging,4,4,4,4,4,4,5,3,5,4,5,4,3,5,4,4,3
Sultana Begum,50,female,Website,Inconsistent Navigation,4,4,4,5,4,5,4,4,4,4,4,5,3,3,5,4,3
Shahida Akhtar,71,male,Instagram,User-Friendly,5,4,5,4,4,4,4,3,3,5,4,4,4,3,4,4,4
Abdul Gani,67,female,Facebook,Clear and concise,4,5,3,3,4,4,4,3,4,4,5,4,4,4,5,4,4
Shamima Khanam,54,male,Instagram,Intuitive,4,3,4,4,4,5,3,4,3,4,4,4,4,4,4,4,4
Nasir Khan,19,female,Facebook,Efficient,5,5,3,3,5,4,4,4,4,4,4,3,5,4,3,4,4
Firoza Sultana,69,male,Twitter,Confusing,4,5,5,3,4,5,4,3,4,4,4,5,3,5,5,3,4
Nasima Khanam,51,female,Youtube,Adequate,3,4,4,5,4,5,5,4,5,4,4,4,4,4,4,4,4
Amin Khan,27,male,Youtube,User-Friendly,5,5,4,5,5,4,4,3,4,4,3,3,5,4,5,5,4
Nazrul Haque,52,female,Youtube,Clear and concise,4,4,4,3,3,4,4,4,3,5,4,3,4,4,5,4,5
Akhter Hossain,67,male,Instagram,Well-structured,4,5,4,4,4,4,5,5,3,4,4,4,4,4,3,3,4
Sabina Begum,23,female,Website,Engaging,5,4,4,4,3,5,5,5,5,4,4,4,4,5,5,4,4
Shahjahan Mia,64,male,Twitter,Well-structured,4,3,4,4,4,5,4,5,4,4,4,5,4,4,5,5,4
Hasina Khatun,37,female,Youtube,Engaging,4,4,4,3,5,5,5,5,3,5,4,3,4,3,5,4,5
Masudul Haque,39,male,Instagram,User-Friendly,4,5,4,5,4,5,5,3,4,3,4,5,5,4,4,5,5
Rehana Akhtar,39,female,Youtube,Engaging,4,5,3,4,5,4,4,5,4,4,5,3,5,4,5,4,4
Shahidul Haque,37,male,Youtube,Clear and concise,4,3,4,3,4,4,5,4,5,3,3,4,5,4,3,5,3
Nusrat Jahan,27,female,Facebook,Intuitive,5,4,3,4,5,4,5,4,3,4,5,4,5,5,5,4,5
Rafiqul Mia,39,male,Website,User-Friendly,4,5,4,3,4,4,5,4,4,5,4,3,4,4,4,4,4
Shahina Begum,25,female,Facebook,Clear and concise,3,4,4,3,4,4,5,4,4,3,3,4,3,4,5,4,5
Faruk Hossain,60,male,Twitter,Intuitive,4,3,3,4,4,4,4,5,5,3,5,5,5,4,4,4,5
Nargis Sultana,24,female,Instagram,Engaging,3,4,4,4,4,3,4,5,4,4,3,5,4,5,5,4,3
Jahangir Alam,32,male,Website,User-Friendly,3,4,4,4,4,3,4,4,3,4,5,5,3,4,5,5,4
Anjuman Akhtar,76,female,Website,Intuitive,4,5,4,4,5,5,3,4,3,5,4,4,5,5,5,3,4
Mahfuzur Rahman,71,male,Instagram,Well-structured,3,4,4,4,5,5,5,5,4,4,3,4,4,5,5,4,3
Sultana Akhter,42,female,Website,User-Friendly,5,4,5,5,4,4,3,5,5,4,4,4,4,5,4,5,5
Mustafa Mia,43,male,Facebook,Engaging,4,5,4,3,4,3,5,4,3,4,3,4,4,4,5,4,3
Khurshida Sultana,55,female,Instagram,Clear and concise,4,4,4,5,5,3,4,3,4,4,5,4,5,4,3,5,4
Shahjahan Khan,31,male,Instagram,Engaging,5,4,4,5,4,5,4,4,3,4,4,4,4,5,3,3,5
Nazma Akhter,47,female,Twitter,Intuitive,4,3,4,4,4,4,4,5,5,5,5,4,4,4,5,3,4
Iqbal Hussain,75,male,Facebook,Confusing,4,5,4,4,5,5,5,3,4,4,5,4,4,3,4,4,3
Salma Akhtar,34,female,Facebook,Well-structured,4,3,4,3,5,4,3,5,4,5,4,4,5,3,5,5,3
Monirul Islam,32,male,Youtube,Efficient,4,3,4,3,4,3,4,5,3,4,3,5,4,4,4,4,3
Ruhina Begum,19,female,Twitter,Adequate,3,5,3,3,5,4,4,4,4,5,4,4,4,3,4,5,5
Shamsul Haque,21,male,Twitter,User-Friendly,3,4,4,3,4,4,5,4,3,4,5,5,4,5,3,4,3
Yasmin Sultana,67,female,Website,Well-structured,4,3,4,3,5,4,5,5,4,4,5,4,5,5,3,5,4
Abdul Karim,65,male,Website,User-Friendly,4,4,3,3,4,4,4,5,5,5,4,3,3,4,5,5,5
Nasrin Begum,75,female,Facebook,Efficient,3,4,4,5,5,4,4,3,4,4,4,4,4,5,5,5,4
Kamrul Hasan,66,male,Facebook,Well-structured,4,5,3,5,4,4,5,5,3,4,5,3,4,5,3,4,4
Sharmin Akhtar,34,female,Youtube,Efficient,3,5,3,4,4,4,4,3,4,3,4,4,4,4,3,3,4
Shahed Mia,32,male,Instagram,Well-structured,3,5,4,5,5,4,4,4,5,4,4,4,4,5,5,5,3
Sabina Sultana,58,female,Website,Well-structured,4,4,4,4,5,4,4,4,3,5,4,5,5,5,3,3,4
Jahangir Hasan,72,male,Youtube,Engaging,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,5,3
Naima Akhtar,22,female,Instagram,Well-structured,3,5,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4
Mamunur Rahman,29,male,Facebook,Engaging,5,3,4,4,4,3,4,3,4,3,3,4,4,4,3,5,5
Afroza Sultana,28,female,Twitter,Well-structured,4,5,4,4,4,4,5,3,4,4,5,5,4,4,4,4,5
Rafiqul Haque,24,male,Website,Confusing,4,4,5,4,5,4,4,4,5,4,5,5,3,4,5,4,4
Sharifa Khanam,26,female,Facebook,Confusing,5,5,3,4,4,4,5,3,5,5,4,5,3,3,3,3,5
Ruhul Amin,25,male,Twitter,Limited Menu Options,4,4,4,4,5,4,4,5,5,4,4,4,5,3,3,4,3
Nasima Sultana,68,female,Twitter,Well-structured,4,4,4,4,3,5,3,5,5,4,4,4,5,4,3,5,3
Arif Khan,29,male,Youtube,Well-structured,5,4,4,4,4,5,3,5,4,3,3,4,4,5,4,4,4
Shireen Akhtar,36,female,Facebook,Intuitive,4,5,5,4,5,5,4,4,4,3,3,4,5,5,3,4,5
Kamal Hasan,23,male,Website,Adequate,4,5,3,5,4,4,4,5,4,3,4,4,4,4,3,4,5
Monowara Khanam,54,female,Website,Inconsistent Navigation,3,3,4,5,4,4,5,5,4,5,4,4,4,5,5,4,4
Shahidul Mia,66,male,Website,Adequate,4,3,4,5,5,4,5,3,3,5,4,3,4,5,4,4,4
Fahmida Khanam,70,female,Youtube,Inconsistent Navigation,4,4,4,4,4,3,5,4,5,5,4,4,3,3,5,4,5
Sajjadul Haque,22,male,Instagram,Efficient,5,4,4,4,3,5,4,4,4,4,5,4,5,5,3,3,4
Nazia Akhtar,69,female,Twitter,Well-structured,4,5,4,3,4,5,4,4,4,5,4,4,4,4,4,3,5
Abdur Rahim,22,male,Instagram,Limited Menu Options,3,4,3,3,4,5,3,3,4,5,4,4,3,4,5,5,4
Shammi Akhter,22,female,Twitter,Intuitive,3,5,3,3,4,5,4,5,4,3,5,3,4,4,3,4,4
Imtiaz Khan,21,male,Youtube,Well-structured,4,4,4,5,4,4,5,5,5,5,4,5,4,4,5,4,5
Khadiza Sultana,56,female,Website,Inconsistent Navigation,4,5,4,4,4,5,4,4,4,5,3,3,3,3,3,4,3
Abdul Malek,44,male,Instagram,Intuitive,4,4,5,4,4,4,4,3,5,5,4,5,3,4,4,4,4
Salina Khanam,67,female,Website,Efficient,4,5,5,5,4,5,5,5,5,5,3,4,5,5,3,4,5
Anwar Hossain,39,male,Youtube,Clear and concise,4,5,4,3,4,4,5,4,4,4,4,3,5,4,3,3,4
Rubina Akhtar,22,female,Twitter,Inconsistent Navigation,5,5,4,4,4,4,4,4,4,3,4,4,5,4,4,3,5
Jahangir Mia,37,male,Twitter,Engaging,4,4,4,3,3,4,4,4,5,3,4,4,4,4,4,5,4
Sultana Akhtar,58,female,Instagram,Confusing,3,3,4,4,4,5,4,5,5,4,3,4,4,5,5,5,5
Mokbul Hasan,32,male,Website,Confusing,4,5,3,5,5,5,4,4,4,4,4,5,5,4,5,3,4
Shumi Akhter,19,female,Youtube,Confusing,5,4,4,4,5,4,4,4,4,4,5,4,5,4,3,4,4
Mahmudul Haque,74,male,Youtube,Inconsistent Navigation,5,4,4,4,4,5,4,4,4,5,5,3,4,4,4,5,3
Kohinoor Khanam,73,female,Twitter,Confusing,3,3,5,5,5,4,4,4,3,4,4,4,3,3,4,4,5
Nasirul Islam,53,male,Youtube,Well-structured,5,4,4,4,5,4,4,5,3,5,4,4,4,4,4,4,3
Shama Akhtar,21,female,Twitter,Confusing,3,5,4,4,5,4,5,5,3,5,4,3,4,4,5,5,4
Monira Khanam,29,male,Website,Engaging,3,4,4,4,3,5,4,5,3,3,4,3,4,5,4,5,4
Shahjahan Mia,48,female,Youtube,Efficient,5,3,4,4,5,5,4,4,3,4,4,4,3,5,3,5,4
Ruma Akhter,67,male,Youtube,Confusing,4,5,4,3,4,4,4,4,4,4,4,4,5,5,5,5,3
Mahbubul Haque,39,female,Youtube,Intuitive,5,4,3,3,4,4,4,5,4,4,4,4,4,4,4,4,4
Hasna Akhtar,69,male,Youtube,Well-structured,3,4,4,3,5,5,5,4,5,4,4,4,4,4,5,4,5
Jahidul Haque,35,female,Youtube,Well-structured,5,4,5,4,5,4,5,4,4,4,4,3,5,5,4,3,3
Rozina Sultana,48,male,Facebook,Intuitive,5,4,4,5,4,4,4,4,5,3,4,4,5,4,4,4,3
Mahfuzur Rahman,74,female,Twitter,Well-structured,5,4,4,3,3,4,4,4,4,4,3,4,5,5,4,4,4
Sufia Khanam,40,male,Twitter,Engaging,4,3,4,4,4,4,5,4,4,3,3,4,5,5,4,5,5
Shahab Uddin,41,female,Instagram,Intuitive,4,3,4,3,4,4,4,5,4,5,4,5,3,4,5,3,3
Marjina Akhtar,43,male,Youtube,Limited Menu Options,5,5,4,4,5,4,4,5,5,5,4,4,5,4,4,3,4
Firoz Khan,42,female,Facebook,Adequate,3,5,4,5,4,4,4,4,5,5,4,4,5,5,5,5,4
Aleya Sultana,19,male,Youtube,Limited Menu Options,3,3,4,5,5,3,4,4,4,4,3,4,4,3,5,4,4
Abdus Salam,66,female,Website,Inconsistent Navigation,4,4,4,3,5,4,5,3,5,3,5,3,4,5,4,4,4
Shabnam Khanam,76,male,Instagram,User-Friendly,5,5,3,3,4,3,5,4,4,3,4,4,4,4,3,4,3
Nurul Amin,72,female,Youtube,Inconsistent Navigation,4,4,3,4,4,4,5,4,4,4,3,5,4,4,3,4,4
Shahin Akhtar,37,male,Website,Intuitive,5,3,4,4,3,4,5,4,5,3,4,3,3,4,4,4,4
Nasrin Sultana,32,female,Facebook,Inconsistent Navigation,4,4,4,4,3,4,5,4,4,4,3,4,3,4,5,3,3
Khaled Mahmud,50,male,Facebook,Engaging,5,4,5,5,4,5,4,4,3,4,3,3,5,5,4,4,3
Shikha Akhtar,50,female,Instagram,Well-structured,5,4,4,4,4,4,4,3,4,4,4,4,5,4,4,5,5
Kishore Das,30,male,Twitter,Efficient,5,5,4,5,4,4,4,4,4,3,5,5,5,4,4,5,5
Rahima Khanam,31,female,Youtube,Confusing,4,4,4,5,5,3,4,5,5,5,4,4,5,4,3,4,4
Jashim Uddin,73,male,Instagram,Inconsistent Navigation,5,5,4,4,4,4,4,5,4,3,5,4,4,3,5,4,4
Parvin Sultana,63,female,Website,Efficient,3,3,3,3,4,4,4,4,5,5,4,3,4,4,4,4,5
Manik Khan,36,male,Facebook,Clear and concise,5,5,4,5,4,3,4,4,4,3,4,5,4,4,4,4,5
Kusum Akhter,68,female,Youtube,Inconsistent Navigation,5,5,4,3,3,4,4,4,4,3,4,3,4,4,4,5,5
Harun Mia,67,male,Twitter,Limited Menu Options,5,5,3,4,3,5,5,4,4,4,3,4,4,3,5,4,4
Tamanna Begum,29,female,Instagram,Efficient,3,3,3,5,4,4,5,5,4,5,4,4,4,4,4,4,4
Niazul Haque,23,male,Website,Efficient,4,4,3,4,4,3,4,4,5,3,3,3,4,4,3,3,5
Farida Khanam,34,female,Instagram,Clear and concise,3,3,4,3,3,4,4,3,4,5,4,3,4,3,4,4,5
Zakir Hossain,76,male,Website,Limited Menu Options,4,4,4,4,5,5,4,4,4,4,3,5,4,5,5,5,4
Lipi Akhtar,23,female,Instagram,Well-structured,4,4,4,3,5,4,4,4,5,3,4,3,5,5,4,5,5
Mosharraf Khan,53,male,Instagram,Confusing,4,3,4,5,4,4,5,3,3,4,4,4,4,4,3,5,3
Sabina Akhter,71,female,Instagram,Adequate,3,3,4,4,4,4,5,4,4,4,4,4,3,4,5,5,5
Shah Alam,42,male,Instagram,Limited Menu Options,3,4,4,4,5,4,4,4,5,4,3,5,5,5,5,4,4
Shahina Sultana,38,female,Facebook,Confusing,3,5,4,4,5,4,4,4,4,5,4,3,5,5,5,4,5
Abul Kashem,68,male,Twitter,Confusing,4,5,4,4,5,5,4,4,4,5,4,5,4,5,5,5,3
Rojina Khanam,52,female,Instagram,Intuitive,4,5,3,3,4,3,4,4,5,5,3,4,4,5,4,5,3
Mohidul Haque,33,male,Instagram,Confusing,4,5,5,5,4,5,4,4,5,4,4,4,5,4,4,5,5
Sabira Begum,69,female,Youtube,Intuitive,4,4,4,5,5,4,4,4,5,4,5,4,3,4,4,4,5
Sumon Khan,57,male,Youtube,Adequate,4,5,4,5,5,4,3,4,5,4,4,5,4,4,4,5,5
Panna Akhtar,49,female,Facebook,User-Friendly,4,5,5,5,4,5,5,3,5,5,5,5,5,3,5,3,5
Shahjahan Khan,20,male,Youtube,Engaging,5,3,4,4,3,3,4,4,5,5,3,4,5,4,3,3,4
Kaniz Sultana,58,female,Youtube,Intuitive,4,4,3,4,5,4,4,4,4,5,4,4,4,5,3,5,3
Rekha Begum,48,female,Facebook,Confusing,4,4,4,5,5,4,4,3,3,3,4,4,4,3,4,5,5
Jahangir Khan,22,male,Twitter,Clear and concise,5,3,4,3,4,4,4,4,3,4,5,4,4,3,5,4,4
Nasrin Akhter,29,female,Youtube,Confusing,5,4,4,5,4,4,4,4,4,4,4,4,4,3,5,5,4
Nizam Uddin,52,male,Website,Well-structured,4,5,4,4,5,4,5,5,4,5,4,4,4,4,3,5,3
Jesmin Khanam,66,female,Website,User-Friendly,3,4,4,4,5,4,4,4,4,4,4,4,5,3,5,3,5
Mukul Khan,75,male,Website,Inconsistent Navigation,5,4,3,3,5,5,4,5,4,4,5,3,3,4,5,4,3
Mahfuza Akhtar,62,female,Youtube,Confusing,4,4,4,5,5,4,3,5,4,5,4,5,5,4,3,3,3
Shafiul Islam,32,male,Facebook,Adequate,4,4,4,4,4,5,4,4,5,4,5,5,4,5,3,4,3
Shahida Akhter,37,female,Website,Adequate,5,5,4,5,4,4,5,3,4,5,4,4,5,4,4,4,4
Anis Khan,54,male,Twitter,Engaging,3,5,4,4,5,4,4,5,3,5,5,4,4,3,4,4,4
Nazma Khanam,64,female,Website,Limited Menu Options,5,5,4,4,4,4,4,5,4,5,5,3,4,4,4,4,4
Abdus Sobhan,42,male,Website,Efficient,4,3,4,4,4,4,4,5,4,5,4,5,4,3,4,5,3
Shahida Sultana,38,female,Facebook,Efficient,4,5,4,5,4,5,4,4,4,4,5,4,3,5,3,4,5
Masud Khan,32,male,Website,Inconsistent Navigation,5,4,4,5,5,3,4,3,3,4,5,4,5,3,5,4,5
Shabina Sultana,28,female,Youtube,Limited Menu Options,4,5,4,5,4,3,4,5,4,4,3,3,4,4,4,4,4
Nasir Mia,76,male,Facebook,Inconsistent Navigation,4,3,3,5,3,4,4,4,5,4,4,4,5,3,3,3,5
Rina Akhtar,71,female,Youtube,Efficient,3,4,4,3,5,5,5,4,5,4,3,5,3,3,4,3,4
Alamgir Khan,19,male,Website,Efficient,5,4,4,4,4,5,4,5,4,4,5,4,5,4,4,4,3
Nasima Khanam,58,female,Website,User-Friendly,4,4,5,4,5,4,4,4,5,4,4,5,5,5,4,4,4
Khaled Hasan,61,male,Twitter,Limited Menu Options,4,3,4,4,5,3,5,5,4,4,4,3,5,3,5,4,4
Shanta Akhter,27,female,Facebook,Confusing,3,4,4,5,5,4,4,4,5,5,5,5,4,4,5,5,4
Farzana Khanam,24,female,Twitter,Clear and concise,4,4,4,4,5,4,4,3,5,4,4,4,5,5,5,4,4
Sharif Ali,62,male,Facebook,Adequate,5,4,4,5,4,5,4,3,5,4,4,5,4,4,4,3,5
Mukta Begum,21,female,Instagram,Intuitive,4,3,4,4,4,4,4,3,3,3,4,4,3,3,3,5,4
Nizamul Haque,63,male,Instagram,Efficient,3,5,4,4,5,4,5,3,4,4,4,4,4,5,4,3,4
Rozina Akhtar,35,female,Facebook,Inconsistent Navigation,4,3,4,5,5,4,5,3,4,4,5,3,3,5,4,4,4
Nurul Karim,22,male,Instagram,Intuitive,3,4,3,4,5,3,5,5,4,5,4,5,3,5,4,4,5
Shahina Begum,45,female,Website,Inconsistent Navigation,4,4,4,4,5,5,5,4,3,3,3,4,4,4,5,3,4
Nasim Khan,35,male,Facebook,Adequate,4,5,3,5,5,4,3,5,5,4,4,5,5,4,4,4,4
Shapla Akhtar,72,female,Twitter,Well-structured,5,5,4,4,4,5,4,5,3,5,3,4,5,4,4,5,5
Shamim Hasan,21,male,Twitter,Clear and concise,5,3,5,4,4,5,4,4,4,3,4,5,4,3,3,3,4
Shahana Akhter,62,female,Youtube,Intuitive,4,3,4,4,5,4,4,5,4,4,5,4,4,5,4,5,3
Mizan Khan,45,male,Youtube,Engaging,3,5,3,5,5,4,4,5,4,4,4,5,4,3,4,4,4
Khairun Nahar,55,female,Instagram,Efficient,3,4,4,4,4,4,5,5,4,3,4,4,4,4,5,4,4
Ashraf Khan,47,male,Youtube,Engaging,5,4,4,4,4,4,4,5,3,5,3,4,5,5,5,5,3
Sumaiya Sultana,39,female,Youtube,Adequate,5,5,4,4,4,5,4,4,5,4,5,5,5,4,5,3,4
Jahid Hasan,21,male,Facebook,Confusing,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3
Amina Khanam,43,female,Youtube,Clear and concise,4,4,4,3,4,4,5,4,3,4,3,5,4,5,4,4,4
Nurul Kabir,51,male,Instagram,Clear and concise,4,5,4,4,5,4,5,3,4,5,5,5,4,4,4,5,4
Kohinoor Akhtar,70,female,Instagram,Clear and concise,3,3,5,4,4,4,5,5,3,3,4,4,4,3,3,4,4
Anwar Khan,39,male,Facebook,User-Friendly,5,5,4,4,3,4,4,4,3,4,4,3,5,5,4,4,3
Nusrat Khanam,71,female,Facebook,Inconsistent Navigation,3,4,3,3,4,5,5,3,4,3,5,4,5,4,4,5,4
Mukul Hasan,71,male,Instagram,Limited Menu Options,4,4,4,4,4,5,5,4,3,4,5,5,5,5,3,4,4
Shahedul Haque,45,male,Twitter,Clear and concise,4,5,4,5,5,4,4,5,3,5,4,4,4,5,4,4,4
Nazma Akhter,53,female,Instagram,Inconsistent Navigation,3,4,4,4,4,4,4,3,5,4,4,5,4,4,3,4,5
Mohiuddin Khan,57,male,Youtube,Adequate,4,4,5,5,4,5,4,4,4,3,4,5,5,4,4,4,4
Rumi Akhter,26,female,Instagram,Inconsistent Navigation,4,4,4,5,4,4,5,4,4,4,5,5,5,4,4,4,4
Mahirul Haque,48,male,Facebook,Engaging,3,4,4,4,4,5,4,5,4,5,4,4,5,5,5,3,3
Rojina Akhtar,42,female,Website,Engaging,4,4,4,4,4,5,5,5,3,4,5,5,3,4,4,4,5
Monirul Khan,56,male,Website,Engaging,5,4,4,5,4,4,4,3,4,5,3,5,4,4,5,5,5
Fahima Akhter,55,female,Facebook,Intuitive,4,4,4,5,4,5,5,4,5,3,4,4,4,3,4,4,4
Khairul Hasan,24,male,Youtube,Adequate,4,4,5,5,4,5,4,3,4,4,4,4,4,4,4,4,5
Sahida Akhtar,68,female,Twitter,Adequate,4,5,4,3,4,4,4,5,5,4,5,5,4,4,4,5,4
Shahina Akhtar,41,female,Youtube,Efficient,4,3,3,4,5,4,4,5,4,5,4,5,3,5,3,5,4
Rafiq Mia,53,male,Twitter,User-Friendly,4,4,5,4,5,5,4,4,5,4,3,4,4,5,3,5,5
Sumi Sultana,26,female,Twitter,Clear and concise,5,3,5,4,5,5,4,5,4,4,5,4,5,5,4,4,3
Jahangir Hasan,36,male,Instagram,Adequate,5,4,4,5,4,4,4,3,4,5,4,4,5,4,4,5,5
Khaleda Akhter,35,female,Twitter,Well-structured,5,5,4,4,3,4,3,4,3,5,4,4,4,4,4,4,4
Nasir Mia,47,male,Facebook,Adequate,4,3,3,3,4,3,4,4,4,4,4,4,5,4,4,4,4
Shahida Akhter,32,female,Twitter,Well-structured,4,5,4,4,5,4,4,3,5,5,3,4,3,5,4,5,4
Amir Khan,66,male,Website,Efficient,5,5,4,5,3,4,5,4,4,4,4,3,5,5,5,4,4
Nasrin Begum,30,female,Facebook,Confusing,5,3,4,5,5,4,4,4,5,5,5,4,4,4,5,5,4
Farid Khan,72,male,Website,User-Friendly,5,3,4,5,4,4,3,3,4,4,3,5,4,4,5,3,5
Shapla Begum,36,female,Youtube,Adequate,4,4,4,5,5,4,4,4,3,4,4,4,5,4,4,4,4
Nasrin Akhtar,40,male,Youtube,Inconsistent Navigation,5,4,3,4,3,4,5,5,4,3,4,3,4,4,3,4,3
Mosharraf Ali,56,female,Twitter,User-Friendly,5,5,4,5,3,4,5,3,4,3,3,3,4,4,4,4,5
Shamsun Nahar,65,male,Twitter,Intuitive,4,5,4,3,4,4,4,4,4,4,5,4,3,5,4,5,5
Anis Khan,37,female,Youtube,Clear and concise,5,3,3,5,4,5,4,4,5,4,4,3,3,3,4,5,4
Rozina Khanam,49,male,Instagram,Confusing,5,4,3,4,4,4,4,4,4,3,4,4,3,4,5,4,3
Jahangir Khan,27,female,Twitter,Inconsistent Navigation,4,5,5,5,4,5,4,4,3,5,4,4,4,5,4,4,4
Shilpi Akhtar,29,male,Facebook,Engaging,4,4,4,4,4,4,5,4,4,3,5,4,5,5,4,5,4
Nasim Khanam,21,female,Facebook,Engaging,5,3,4,4,4,4,4,4,4,3,4,3,5,5,5,5,5
Ruhul Kabir,34,male,Instagram,Confusing,4,4,5,5,4,5,4,4,3,3,4,5,3,3,3,5,3
Rubina Sultana,21,female,Instagram,Engaging,4,3,4,4,5,4,4,5,4,4,3,4,4,5,5,4,4
Nasirul Haque,67,male,Website,User-Friendly,4,5,4,4,4,4,5,4,4,3,3,5,5,5,5,5,3
Shama Begum,34,female,Twitter,Well-structured,4,4,4,4,5,5,3,4,5,4,4,3,4,5,4,5,4
Monowar Khan,40,male,Instagram,Limited Menu Options,4,5,4,3,4,4,4,3,4,5,4,5,3,4,4,3,5
Sumaiya Khanam,32,female,Twitter,Engaging,5,4,4,4,5,4,3,5,5,4,4,5,4,3,4,4,4
Shawkat Khan,73,male,Facebook,Efficient,5,5,4,3,4,4,4,4,3,5,4,4,4,3,4,4,3
Kohinoor Sultana,40,female,Twitter,Confusing,3,5,5,3,4,3,4,4,3,3,4,4,4,4,4,3,4
Mohiuddin Hasan,64,male,Instagram,Engaging,4,4,4,3,5,4,4,3,3,5,3,4,4,4,4,3,5
Rina Akhter,32,female,Youtube,User-Friendly,4,4,4,5,4,4,5,5,5,5,5,3,4,5,4,5,4
Shahjahan Khan,71,male,Twitter,Inconsistent Navigation,4,3,4,5,5,3,4,4,4,3,4,4,3,5,4,4,3
Nasima Sultana,74,female,Instagram,User-Friendly,3,4,4,4,4,4,4,5,5,5,5,4,4,3,4,4,4
Shahana Begum,58,female,Instagram,User-Friendly,4,4,4,4,4,5,4,4,4,5,4,4,5,5,3,4,3
Kazi Khan,33,male,Website,Clear and concise,5,4,4,4,4,3,5,5,4,4,4,5,3,4,5,4,5
